GeneName_Symbol	log2FoldChange
Krtcap3	0.0055
Ift172	-0.0412
Fndc4	0.032
Zfp512	0.0309
Gpn1	-0.0071
Supt7l	0.0203
Slc4a1ap	0.0095
ENSMUSG00000107352	0.0028
ENSMUSG00000107355	-0.0162
Mrpl33	-0.0304
Rbks	-0.0124
Bre	-0.0326
Fosl2	-0.029
Ppp1cb	0.0347
ENSMUSG00000107083	0.0181
ENSMUSG00000107277	-0.0028
Yes1	-0.0049
ENSMUSG00000106680	-0.0011
Pisd	-0.0022
Prr14l	0.0181
ENSMUSG00000105429	-0.0026
Depdc5	0.0092
ENSMUSG00000105929	0.0117
Ywhah	-0.6655
Ctbp1	-0.0141
Maea	-0.065
Uvssa	0.0123
Fam53a	-0.0465
Gm9903	0.0025
Slbp	-0.3479
Tmem129	0.0128
Tacc3	0.0104
ENSMUSG00000106896	0.0035
Fgfr3	0.1388
Letm1	-0.0339
Whsc1	1e-04
Nelfa	0.0302
ENSMUSG00000106688	0.0067
Gm1673	-0.0532
Nat8l	0.1907
Poln	-0.0033
Haus3	-0.0346
Mxd4	0.0132
Zfyve28	-0.0135
Cfap99	0.0064
Rnf4	-0.0592
Fam193a	0.0455
ENSMUSG00000107227	0.0081
Gm26931	0.0077
ENSMUSG00000106678	0.0095
Tnip2	-0.0285
Sh3bp2	-0.0083
Add1	0.0196
ENSMUSG00000107128	0.0876
Mfsd10	0.019
Nop14	-6e-04
Grk4	0.0171
ENSMUSG00000107246	-0.0038
Htt	-0.0242
Msantd1	0.006
Rgs12	-0.0354
Dok7	0.1308
Lrpap1	-0.31
Adra2c	-0.0143
Trmt44	0.0053
Acox3	-0.0032
Htra3	0.0602
Sh3tc1	-0.0155
Ablim2	0.0351
Afap1	0.0138
Sorcs2	0.0749
2210406O10Rik	0.0064
Grpel1	-0.1049
Tada2b	0.009
Ccdc96	-0.0447
Tbc1d14	-0.0475
D5Ertd579e	-0.07
ENSMUSG00000107168	0.0158
Bloc1s4	0.0046
Mrfap1	-0.1043
Man2b2	0.0346
Ppp2r2c	-0.0136
Wfs1	0.0123
Jakmip1	0.2364
Gm26647	0.0215
Gm1043	-0.0056
Crmp1	-0.0244
Evc	3e-04
Evc2	0.0105
Msx1	0.0105
Stx18	-0.0741
ENSMUSG00000107276	0.0155
Nsg1	-0.2927
Zbtb49	0.012
Lyar	-0.0102
Tmem128	0.1919
Slc2a9	-0.0018
Wdr1	0.0493
Zfp518b	0.006
Hs3st1	-0.026
Gm7816	-0.0269
Rab28	-0.2299
Bod1l	-0.0417
Gm7854	8e-04
Cpeb2	-0.003
C1qtnf7	-0.0251
Cc2d2a	-0.0878
Fbxl5	-0.0574
Cd38	0.063
Gm16015	0.0057
Prom1	-0.2571
Tapt1	-0.0086
ENSMUSG00000105519	0.0191
ENSMUSG00000104784	0.0166
ENSMUSG00000104923	0.005
Ldb2	-0.0256
Qdpr	-0.0373
Lap3	0.141
Med28	-0.1203
Fam184b	0.1002
9630001P10Rik	0.0571
1600023N17Rik	0.0022
Lcorl	0.0049
ENSMUSG00000104852	0.009
ENSMUSG00000105457	-0.0021
Gm7931	2e-04
Slit2	-0.0037
Pacrgl	0.0137
Kcnip4	-0.0099
Gm5555	0.0029
Gpr125	0.0141
ENSMUSG00000106430	-8e-04
Ppargc1a	0.0207
ENSMUSG00000105442	-0.0242
ENSMUSG00000105622	0.0052
ENSMUSG00000106575	0.0016
ENSMUSG00000105762	0.0068
Dhx15	0.0324
9230114K14Rik	0.003
ENSMUSG00000105328	-0.0067
Sod3	-0.0236
Ccdc149	-9e-04
Sepsecs	1e-04
Pi4k2b	-0.0089
Zcchc4	0.0226
Anapc4	-0.0045
Sel1l3	-0.0321
Smim20	0.0249
ENSMUSG00000106981	0.022
Rbpj	0.0082
Tbc1d19	0.0664
ENSMUSG00000107182	0.0122
Stim2	-0.1545
Gm15975	-0.0091
4932441J04Rik	-2e-04
Gm8121	0.0035
Pcdh7	-0.0083
ENSMUSG00000105940	0.0136
ENSMUSG00000105637	0.0064
ENSMUSG00000105050	0.0107
ENSMUSG00000104871	-0.0026
ENSMUSG00000105431	0.0595
RP24-231P10.1	-0.0019
Arap2	0.01
ENSMUSG00000105694	0.0131
ENSMUSG00000105707	-0.0153
Dthd1	-0.0015
0610040J01Rik	-0.0014
Rell1	0.0041
Pgm1	-0.0225
Tbc1d1	0.0106
C030018K13Rik	0.0073
Gm20033	0.0169
Klf3	-0.0288
ENSMUSG00000106205	-8e-04
Tlr6	0.0019
Fam114a1	0.001
Tmem156	0.0076
Klhl5	0.034
Wdr19	2e-04
Rfc1	0.0195
ENSMUSG00000105935	0.0087
Klb	0.0017
Rpl9	-0.0184
Lias	-0.0143
ENSMUSG00000106291	0.0146
Ugdh	-0.0022
Smim14	-0.4009
ENSMUSG00000107195	-0.0046
ENSMUSG00000105601	0.0086
Ube2k	0.0317
ENSMUSG00000107362	0.0258
Pds5a	0.0464
ENSMUSG00000106978	0.0029
N4bp2	0.0552
Rhoh	-0.0161
Nsun7	-0.0142
Apbb2	-0.6439
ENSMUSG00000106732	0.0046
ENSMUSG00000107091	0.0261
ENSMUSG00000106706	-0.0097
Uchl1	-0.03
Limch1	0.0573
Gm15948	0.0208
Tmem33	-5e-04
Slc30a9	0.0148
Atp8a1	-0.0118
ENSMUSG00000107041	-0.0185
Gm15478	-0.0249
ENSMUSG00000106837	0.0029
ENSMUSG00000107136	0.0045
Kctd8	-0.0023
Guf1	-0.044
Gnpda2	0.0619
Gabrg1	-0.0159
Gabra2	0.1251
Cox7b2	-0.0032
Gabra4	0.0225
Gabrb1	0.2102
ENSMUSG00000105489	-0.0163
Gm15617	0.0068
Gm15616	-0.009
Commd8	0.0045
Atp10d	-0.0238
Nfxl1	-0.0401
Tec	-0.0104
Gm9870	0.0082
Slain2	0.0036
Fryl	-0.0031
Ociad1	-0.0503
ENSMUSG00000107331	0.0125
Ociad2	-0.0474
Dcun1d4	0.0062
Sgcb	0.0188
Spata18	-0.0116
Usp46	-0.0701
Dancr	-0.0049
Rasl11b	0.0677
Scfd2	0.0244
Fip1l1	0.0084
Lnx1	0.0201
Chic2	0.0125
ENSMUSG00000107205	0.0276
Pdgfra	-0.0785
Kit	-0.0115
Kdr	-3.5915
Srd5a3	0.0586
Tmem165	0.0461
Clock	-0.1129
ENSMUSG00000106831	-0.0175
Gm7467	0.0018
Exoc1	-0.0627
Cep135	-0.0069
C530008M17Rik	-0.0059
Aasdh	2e-04
Ppat	0.0239
2310040G07Rik	-0.0045
Paics	0.0164
Srp72	0.1231
Hopx	8e-04
Hopxos	-0.0433
Rest	-0.0106
Noa1	0.0561
Polr2b	0.0023
Igfbp7	-2.8919
Lphn3	-0.021
Gm16054	0.0057
ENSMUSG00000106746	-0.0032
Epha5	0.0375
Cenpc1	0.0418
Uba6	0.0719
Ythdc1	0.0581
Igj	0.0068
Utp3	-0.0054
Rufy3	0.0111
Grsf1	0.2124
Mob1b	0.0218
Dck	0
Slc4a4	-0.0215
Adamts3	0.0024
Eif5al3-ps	-0.0342
Cox18	0.0985
Ankrd17	0.0317
Gm9958	0.0257
Cxcl5	-0.009
Pf4	-0.0192
Cxcl1	0.0024
Cxcl2	-0.009
Mthfd2l	0.0516
Btc	-0.003
Parm1	-0.0114
ENSMUSG00000106917	-0.0134
Rchy1	-0.055
ENSMUSG00000107200	0.0096
THAP6	0.0099
Cdkl2	-3e-04
G3bp2	-0.0298
Uso1	-0.0166
Gm15710	-0.0157
Ppef2	-0.0067
Naaa	0.1816
Sdad1	0.0161
Art3	-0.1108
Cxcl10	0.0392
Cxcl11	0.0023
Nup54	0.0065
Scarb2	0.0765
Fam47e	-0.0192
Stbd1	-0.0091
Ccdc158	0.0041
Shroom3	-0.0346
ENSMUSG00000107374	-0.006
Sept11	-0.5404
Ccni	0.0352
ENSMUSG00000106870	0.0231
2010109A12Rik	0.0084
Ccng2	0.0347
Gm5559	0.0481
Cnot6l	0.0023
Mrpl1	0.021
Fras1	-4e-04
Anxa3	-3.0162
Gm8013	0.0063
ENSMUSG00000105006	0.0043
Bmp2k	0.0356
Paqr3	-2e-04
Gm5560	-0.0383
Antxr2	0.016
Prdm8	-0.0035
1700007G11Rik	-0.0253
A930011G23Rik	-0.0344
Vamp9	-0.009
Hnrnpd	0.1526
Gm17092	-0.0052
Hnrnpdl	0.2816
Enoph1	0.133
Tmem150c	0.0168
Sec31a	-0.0394
5430416N02Rik	0.0012
ENSMUSG00000106391	-0.0141
Lin54	0.0121
Cops4	-0.0983
Coq2	-0.0693
Helq	0.0171
Mrps18c	-0.078
ENSMUSG00000104761	0.0088
Fam175a	0.0214
ENSMUSG00000105607	0.0177
ENSMUSG00000105755	-0.0079
4930458D05Rik	-0.0125
Agpat9	1e-04
Cds1	0.0024
Wdfy3	-0.0195
Gm20548	0.021
Arhgap24	0.0041
Mapk10	0.0752
ENSMUSG00000105947	1e-04
ENSMUSG00000104684	0.0152
Ptpn13	0.0178
Aff1	-0.0052
Klhl8	-0.0917
ENSMUSG00000105019	-0.0048
Hsd17b11	0.4914
ENSMUSG00000106035	-0.0194
Nudt9	-0.1519
ENSMUSG00000105261	-0.0124
Sparcl1	-0.2818
Gm26703	-0.0045
Dmp1	-0.0858
Spp1	-3.3337
Pkd2	0.0113
BC005561	0.0114
D930016D06Rik	0.0022
Zfp951	0.0028
Gbp9	-0.0168
Gbp4	-0.0195
Gbp6	5e-04
Lrrc8b	-0.0785
Lrrc8c	-0.0222
C230066G23Rik	0.0174
Lrrc8d	0.041
Gm10359	-0.0062
Zfp326	0.0167
Zfp644	0.0708
Cdc7	-0.0107
Tgfbr3	-0.0251
Brdt	0.0256
Ephx4	-0.0153
A830010M20Rik	0.0155
1700028K03Rik	0.0192
Glmn	0.0039
Rpap2	0.0049
Evi5	-0.062
ENSMUSG00000106288	-0.0283
ENSMUSG00000104748	0.003
Rpl5	-0.0242
Fam69a	-0.0389
Mtf2	0.03
Tmed5	-0.0044
Ccdc18	-0.0428
Dr1	-0.0245
ENSMUSG00000106103	-0.0248
Pigg	0.0131
Tmem271	0.0053
Gm10419	-0.0161
Atp5k	-0.0572
Mfsd7a	0.0075
Pcgf3	-5e-04
Cplx1	-0.018
Gak	0.0221
Tmem175	0.0833
Dgkq	-0.0078
Idua	0.0453
Slc26a1	0.002
Fgfrl1	0.0044
Crlf2	-0.0424
5430403G16Rik	0.0241
4930522L14Rik	0.0249
ENSMUSG00000105471	0.0051
Gm26779	0.006
Gm15446	0.058
1010001B22Rik	-0.0156
Zfp932	0.0212
Gm17655	-0.0066
Gm35315	0.0122
Plcxd1	0.0087
Gtpbp6	0.0748
Zfp605	0.0096
Chfr	-0.021
ENSMUSG00000105541	0.0149
Gm15787	0.0185
Golga3	-0.0769
ENSMUSG00000104720	-1e-04
ENSMUSG00000104970	0.0165
Ankle2	0.0484
Pgam5	-0.0518
Gm15788	0.03
Pxmp2	-0.0033
Pole	0.0023
Fbrsl1	0.1858
Galnt9	-0.0053
Noc4l	-0.0446
Ddx51	-0.0016
ENSMUSG00000105161	-0.0191
Ep400	0.0042
Gm15559	0.0114
Pus1	0.0645
Ulk1	0.0356
Hscb	-0.0212
Chek2	-0.0432
Ttc28	-0.0163
ENSMUSG00000105890	0.0167
ENSMUSG00000106153	0.004
Pitpnb	-0.0775
Mn1	-0.0401
C130026L21Rik	-0.0083
Miat	-0.0066
Crybb1	-2.2217
Tpst2	-0.2278
Tfip11	0.0169
Srrd	-0.0277
Hps4	-0.0638
ENSMUSG00000105368	0.0094
Gm20636	0.0171
Asphd2	-0.1661
Sez6l	-0.0264
Adrbk2	-0.0298
Crybb3	0.02
2900026A02Rik	-0.0114
Sgsm1	0.0016
Wscd2	-0.0029
Ficd	-0.0304
Sart3	-0.0368
Iscu	-0.222
Tmem119	-2.7693
Selplg	-2.935
Coro1c	-1.1289
Ssh1	0.0411
Usp30	0.0757
ENSMUSG00000105514	0.0165
Alkbh2	-0.0235
Ung	0.0081
Acacb	-0.044
Kctd10	-1.0327
Ube3b	0.0045
Mmab	-0.0255
Mvk	0.0478
Fam222a	-0.0366
Trpv4	-0.0073
Gltp	-0.1747
Tchp	-0.0668
Git2	0.0074
4930515G01Rik	0.0066
Ankrd13a	-0.0544
1500011B03Rik	-0.0485
Oasl2	-0.0881
2210016L21Rik	-0.0216
Sppl3	0.048
Rpl37rt	0.0174
Acads	0.2392
Unc119b	-0.0223
Mlec	-0.4238
Cabp1	-0.0091
Pop5	-0.0878
Rnf10	-0.049
Coq5	-0.0255
Dynll1	0.0101
Gm13830	-0.0257
Srsf9	-0.1337
Gatc	0.1049
Triap1	-0.0539
Cox6a1	-0.0848
Gm13832	0.0064
ENSMUSG00000106887	0.0201
ENSMUSG00000107240	-7e-04
Msi1	0.0474
Sirt4	0.0353
Pxn	0.0278
Rplp0	-0.1162
Gcn1l1	-0.0049
1110006O24Rik	0.0401
Rab35	0.051
Ccdc64	-0.0895
Cit	-0.032
Prkab1	-1.0516
Ccdc60	-0.0249
B230112J18Rik	0.0063
Hspb8	0.2599
Srrm4	0.018
ENSMUSG00000107369	-0.165
Suds3	-0.073
Taok3	0.0615
Pebp1	-0.1439
Gm10399	-0.0173
Vsig10	0.0029
Wsb2	-0.0457
Rfc5	-0.105
Gm15728	0.0064
Nos1	-0.0088
Fbxo21	0.0378
Tesc	-0.0186
Fbxw8	0.0992
Gm9754	0.0027
Hrk	-5e-04
Rnft2	0.0527
2410131K14Rik	0.0153
Med13l	0.0396
Tbx3	-0.0178
Rbm19	0.0024
Sdsl	-0.0474
Sds	0.0225
Plbd2	0.0951
Slc8b1	0.208
Tpcn1	0.0302
ENSMUSG00000106825	0.0232
Iqcd	-0.0575
Rita1	-0.0294
Ddx54	-0.011
Ccdc42b	-0.0132
Dtx1	0.0871
Oas2	-0.005
Oas1a	-0.0148
Rph3a	-0.0049
Ptpn11	-0.0585
Rpl6	-0.0011
Gm15800	0.0574
Trafd1	0.0388
Naa25	-0.0757
ENSMUSG00000106115	0.0052
Erp29	0.0353
Tmem116	-0.0498
Adam1a	0.0073
Mapkapk5	0.0145
Aldh2	0.0532
ENSMUSG00000106590	0.015
Acad12	0.0155
Acad10	-0.0162
Brap	-0.0193
Atxn2	0.0114
ENSMUSG00000106110	0.009
Sh2b3	-0.0883
Fam109a	-0.0056
Cux2	-0.0169
Myl2	-0.0173
Ppp1cc	-0.0775
Hvcn1	-0.0218
Tctn1	-5e-04
Pptc7	0.0178
Rad9b	0.0092
Vps29	-0.1236
Fam216a	-0.1786
Gpn3	-0.0171
Arpc3	0.0203
Anapc7	0.0243
Atp2a2	0.0162
ENSMUSG00000105434	0.0309
ENSMUSG00000106375	-0.0032
Ift81	-0.1057
P2rx7	0.0255
P2rx4	0.024
Camkk2	0.0331
Anapc5	0.0397
Rnf34	0.0237
Kdm2b	-0.0797
A930024E05Rik	2e-04
Orai1	0.0671
Morn3	-0.008
ENSMUSG00000105107	-0.0029
Gm6444	-0.0207
Tmem120b	0.0343
Rhof	0.0016
ENSMUSG00000104951	0.0094
AI480526	-0.0154
RP23-371A16.2	0.0206
Setd1b	0.0466
Psmd9	0.0306
Wdr66	-3e-04
Gm15860	-0.0114
Bcl7a	0.0228
Mlxip	0.0096
ENSMUSG00000106636	0.0011
Lrrc43	-0.0122
Gm15751	0.0069
Diablo	0.0155
ENSMUSG00000114278	0.0028
Vps33a	-0.0974
Clip1	-0.0241
Zcchc8	-0.054
Rsrc2	0.0341
Hcar1	-0.0036
Denr	-0.0684
ENSMUSG00000105875	0.0179
Ccdc62	0.029
Hip1r	0.0168
Vps37b	0.0208
ENSMUSG00000106261	-0.0035
Abcb9	0.0961
Gm16001	0.0538
Ogfod2	-0.0432
Arl6ip4	-0.056
Pitpnm2	-0.0081
Mphosph9	-0.0153
2810006K23Rik	-0.0444
Cdk2ap1	-0.0287
Sbno1	-0.0107
Setd8	-0.0235
Rilpl2	-0.0064
Snrnp35	-0.0018
Rilpl1	0.0266
ENSMUSG00000106662	0.0026
Tmed2	-0.1241
Ddx55	-0.0163
Eif2b1	-0.004
Gtf2h3	-0.0183
Tctn2	-0.0197
Atp6v0a2	-0.0961
Dnah10	0.0018
Ccdc92	0.0252
Zfp664	-0.0145
Fam101a	-0.016
Ncor2	0.0888
Scarb1	-0.1319
Ubc	-0.1189
Gm10382	0.0028
Dhx37	3e-04
Bri3bp	-0.0118
Aacs	0.0231
Tmem132b	0.0027
Slc15a4	-0.0467
5930412G12Rik	0.0113
Fzd10	0.018
Stx2	0.0226
Ran	-0.0618
Rps16-ps2	-0.0098
ENSMUSG00000104873	0.006
Sfswap	-0.0021
ENSMUSG00000104814	0.0207
Mmp17	-0.0062
Zfp11	8e-04
Mrps17	-0.034
Gbas	-0.073
Gm15903	0.0103
Psph	0.1528
Cct6a	0.0183
Sumf2	-0.0529
Phkg1	0.0927
ENSMUSG00000106840	0.0343
Chchd2	-0.0747
Zbed5	0.0202
Nupr1l	0.0086
Vkorc1l1	0.0142
Gusb	-0.0819
Asl	0.074
Crcp	-0.0463
Tpst1	-0.0483
Kctd7	0.0139
Rabgef1	-0.0138
Gm15920	-0.033
Tmem248	-0.014
Gm6598	0.0358
ENSMUSG00000106751	0.002
Sbds	-0.1915
Tyw1	0.0276
Auts2	-0.0344
ENSMUSG00000105470	0.0037
ENSMUSG00000105584	0.0137
ENSMUSG00000106570	-0.0012
ENSMUSG00000106386	-0.0069
ENSMUSG00000106320	0.0236
ENSMUSG00000105985	0.0081
ENSMUSG00000106450	0.0076
ENSMUSG00000106384	0.0083
Gm15627	-0.0015
Gatsl2	0.0389
Wbscr16	-0.0101
RP24-497L12.1	0.0057
Gtf2ird2	0.0186
Ncf1	-0.0382
Gtf2i	0.0185
ENSMUSG00000107000	0.0199
Gtf2ird1	0.0072
Gm16020	0.0039
Clip2	0.061
ENSMUSG00000106691	0.0031
Rfc2	-0.089
Lat2	-0.0785
Eif4h	-0.0504
Limk1	0.0145
Eln	0.002
Wbscr27	0.0144
Abhd11	0.0256
Abhd11os	-0.0145
Stx1a	-0.0068
Wbscr22	-0.0721
Gm25492	0.0124
Dnajc30	-0.0216
Vps37d	0.0185
Mlxipl	0.0091
Tbl2	0.0344
Bcl7b	-0.0463
Baz1b	0.0854
Fzd9	0.0295
Nsun5	-8e-04
Pom121	0.0183
Hip1	0.1163
Rhbdd2	0.0251
Por	0.0011
Tmem120a	0.0061
Styxl1	-0.02
Mdh2	-0.1409
Hspb1	-2.2721
Ywhag	0.119
Ssc4d	-0.0088
Dtx2	0.019
Upk3bl	0.0029
Rasa4	-0.0911
Polr2j	-0.0851
ENSMUSG00000105349	0.0137
Lrwd1	-0.0631
Alkbh4	0.0208
Orai2	-0.0075
Prkrip1	-0.0421
Sh2b2	0.0058
Cux1	-0.083
Ift22	-0.0471
4933404O12Rik	0.0095
Fis1	-0.0793
Znhit1	-0.0784
Plod3	-0.0919
Ap1s1	-0.1133
Trim56	0.0083
Ache	-0.0012
Ufsp1	-0.0014
Srrt	-0.0261
Trip6	0.0922
Slc12a9	0.0917
ENSMUSG00000105802	0.0125
Ephb4	-0.0712
Epo	0.0056
Pop7	-0.0136
ENSMUSG00000105851	0.0127
Gigyf1	0.0645
Gnb2	0.1307
Actl6b	-0.0614
Tfr2	-0.0044
Mospd3	-0.2057
ENSMUSG00000105408	-0.0076
Pcolce	-0.0418
Fbxo24	0.0111
ENSMUSG00000106617	0.0076
Gm16089	-0.0302
Lrch4	-0.0142
Gm20605	-0.0103
Irs3	5e-04
Agfg2	0.0547
Nyap1	-7e-04
Tsc22d4	-0.0042
Ppp1r35	-0.0331
Mepce	-0.0023
Zcwpw1	0.0228
Gjc3	-0.0149
Zkscan1	0
Zscan21	0.018
Zfp113	0.0158
Cops6	-0.0708
Mcm7	-0.0267
Ap4m1	-0.0146
Taf6	-0.2464
Cnpy4	-0.5321
Mblac1	0.0177
Lamtor4	-0.0663
BC037034	0.3575
6330418K02Rik	-0.0151
ENSMUSG00000106247	-0.0166
Gpc2	0.0186
Stag3	0.0055
Zfp157	0.0751
Zfp68	0.0377
Gm15497	0.0015
A430033K04Rik	0.003
Fam20c	-0.0024
Pdgfa	-0.0719
6330403L08Rik	-0.0076
Prkar1b	-0.0313
Gm15672	0.0075
Heatr2	0.0188
Sun1	0.0378
Get4	0.0089
Adap1	-0.0046
Cox19	0.0939
3110082I17Rik	-0.0595
Mir339	-0.0058
Gpr146	0.0868
C130050O18Rik	-0.0127
Gper1	-3.5393
Zfand2a	-0.0179
Micall2	0.057
Ints1	0.0315
Mafk	-0.0329
Psmg3	-8e-04
Mad1l1	0.0137
ENSMUSG00000105679	-0.0163
Nudt1	0.0261
Ftsj2	-0.0393
Snx8	0.0137
Eif3b	-0.1738
Chst12	-0.0325
ENSMUSG00000105845	-0.0073
Grifin	0.0042
ENSMUSG00000105699	0.0313
Lfng	0.9381
Ttyh3	0.4123
Iqce	0.0351
Brat1	0.0036
Amz1	-0.0198
Gna12	-0.0403
Foxk1	0.0217
Ap5z1	0.0088
Radil	0.0135
Papolb	0.0049
Mmd2	-0.0621
Wipi2	-0.0327
Slc29a4	-0.0076
Tnrc18	0.0755
Fbxl18	0.0323
Actb	0.1773
Fscn1	-0.063
Rnf216	0.03
ENSMUSG00000106543	-0.0078
Rbak	-0.0013
Zfp12	-2e-04
Zfp316	0.0522
ENSMUSG00000105345	0.0189
E130309D02Rik	-0.036
Zdhhc4	-0.0822
0610040B10Rik	0.0126
Gm20635	-0.0056
9530056K15Rik	0.0012
Kdelr2	0.2728
Daglb	-0.021
Rac1	0.0182
ENSMUSG00000105198	0.0079
Fam220a	-0.0243
Cyth3	-0.0374
Usp42	-0.0639
D130017N08Rik	0.0148
Eif2ak1	0.0338
Aimp2	0.0437
Pms2	0.0197
Rsph10b	-0.0113
Ccz1	0.052
Lmtk2	0.0387
Tecpr1	-0.0703
ENSMUSG00000104662	0.0036
2900089D17Rik	-1e-04
Bri3	0.009
Baiap2l1	-0.0076
Tmem130	-0.0094
Trrap	0.0457
Smurf1	0.0109
Arpc1a	-0.0101
Arpc1b	-1.0837
Pdap1	0.0332
Bud31	-0.0509
Ptcd1	-0.058
Cpsf4	-0.0167
Atp5j2	-0.0745
Zkscan14	0.0098
Zkscan5	-0.0699
Zfp655	-0.0144
Zscan25	0.0117
1700001J03Rik	-8e-04
ENSMUSG00000106547	0.0099
Rnf6	-0.0147
Cdk8	0.0848
Wasf3	0.0091
Gm8494	-0.0172
Usp12	-0.003
Rpl21	-0.0477
Rasl11a	0.0104
Gtf3a	-0.1006
Mtif3	-0.0023
Lnx2	-1.5011
Polr1d	-0.0335
ENSMUSG00000107336	0.0054
ENSMUSG00000106891	0.0209
Pan3	0.0514
Flt1	-2.7228
Pomp	-0.1211
Slc46a3	0.0176
Mtus2	0.0093
Slc7a1	-1.3874
Ubl3	-0.0121
Katnal1	0.0397
Gm15410	-0.0153
ENSMUSG00000108207	-0.0255
5930430L01Rik	-0.1815
Gm15411	-0.0025
Gm15408	0.0108
Hmgb1	-0.1591
Gm42788	0.0135
Gm8615	0.0298
ENSMUSG00000107313	-0.0144
Uspl1	0.0016
2310047D07Rik	-0.0181
Gm29264	-0.0028
Alox5ap	-0.0276
Hsph1	-0.8347
B3glct	0.0033
Rxfp2	0.0153
Fry	-0.0411
Brca2	0.0044
N4bp2l1	-0.0245
ENSMUSG00000107096	0.0098
N4bp2l2	0.0068
Pds5b	0.0098
Kl	-0.0033
Stard13	0.0852
1700028E10Rik	-0.0443
Rfc3	-0.0241
ENSMUSG00000106734	-0.0126
Samd9l	-0.0185
Ccdc132	0.0411
Gng11	-1.3078
Bet1	0.0584
Col1a2	-0.0386
Casd1	-0.0229
ENSMUSG00000107932	0.0067
Sgce	-0.0245
Peg10	0.027
Ppp1r9a	0.0307
Gm26814	-0.0083
ENSMUSG00000107881	0.0205
Pon3	-0.0482
Pon2	-0.1368
Asb4	-0.0384
Pdk4	0.3232
Dync1i1	-0.0221
1700019G24Rik	2e-04
Slc25a13	-0.0041
Shfm1	-0.0725
Acn9	0.0589
Asns	-0.0451
C1galt1	0.0238
Gm9825	-0.0211
Mios	-0.0242
Rpa3	0.0136
Gm16039	-0.0389
A430035B10Rik	-0.0064
Glcci1	0.0253
Ica1	-0.0201
Nxph1	-0.0171
Ndufa4	-0.038
Phf14	0.0357
Thsd7a	0.0221
Tmem106b	-0.0409
Tmem168	0.0547
B630005N14Rik	0.023
Gpr85	-0.0126
2610001J05Rik	-0.0272
1110019D14Rik	-0.0254
Mdfic	0.0023
Gm4876	0.0335
Tes	-0.0245
D830026I12Rik	0.0024
Cav2	-0.0019
Cav1	0.1208
Met	0.0041
Capza2	0.0142
St7	-0.0162
Cttnbp2	0.0518
ENSMUSG00000106944	0.0083
ENSMUSG00000106874	0.0032
Lsm8	0.0085
Kcnd2	-2e-04
ENSMUSG00000106826	-0.0043
Tspan12	-0.1379
Ing3	0.0371
Cped1	-0.0267
Fam3c	-0.1311
Ptprz1	0.0405
Aass	0.1113
Cadps2	0.0031
Iqub	-0.0201
Ndufa5	-0.0395
Wasl	0.1153
ENSMUSG00000106946	0.0216
Tmem229a	-0.0261
Gpr37	0.1095
Pot1a	0.0211
ENSMUSG00000106990	-0.005
6530409C15Rik	0.0086
ENSMUSG00000107320	0.0147
Zfp800	0.0239
Gcc1	-0.0023
Arf5	-0.0503
Snd1	-0.0436
Lrrc4	0.0101
RP23-251N15.2	0.0187
Rbm28	-0.0217
Prrt4	-0.0126
Impdh1	-1.7872
Hilpda	0.0312
Fam71f2	0.0027
Calu	-0.0218
Ccdc136	0.0217
Flnc	0.001
Atp6v1f	-0.0851
Kcp	-0.0175
Irf5	-0.0286
Tnpo3	0.0338
Tspan33	-0.0075
Smo	-0.0307
Ahcyl2	-0.0544
ENSMUSG00000107012	-0.0058
Strip2	-0.0037
1700023L04Rik	-0.0218
Nrf1	0.0209
Ube2h	0.0152
Zc3hc1	0.0988
Klhdc10	-0.0233
Tmem209	-0.0091
Cpa2	-0.0085
Cep41	-0.0099
Mest	-0.0323
Copg2	0.0191
Lincpint	0.006
RP23-459L15.7	0.0326
Gm13835	-0.0407
RP23-459L15.8	0.0166
2210408F21Rik	-0.0294
Mkln1os	0.0204
Mkln1	-0.0095
Podxl	-0.039
Plxna4	0.0061
Chchd3	0.0039
Exoc4	-0.0387
Lrguk	-0.0066
Slc35b4	-0.0283
Akr1b3	0.0814
Akr1b8	0.0307
Akr1b10	0.0386
Bpgm	-0.248
Cald1	-0.0585
Gm13861	-0.0116
Agbl3	0.0304
Gm13862	0.0078
Tmem140	-0.0133
3110062M04Rik	-0.0182
Wdr91	-0.0598
2010107G12Rik	-0.0078
Cnot4	0.0238
Nup205	-0.0543
1810058I24Rik	-0.0864
Slc13a4	-0.0112
Fam180a	-0.0122
Mtpn	-0.0068
Ptn	0.0051
Dgki	0.004
Creb3l2	-0.0298
Gm15487	-0.0496
Trim24	-0.001
D630045J12Rik	-0.0122
Zc3hav1l	0.0154
Zc3hav1	-0.0797
Ttc26	0.0035
Ubn2	0.049
1110001J03Rik	-0.0317
Gm15697	0.0188
Luc7l2	0.0084
Klrg2	0.0077
Clec2l	-0.0618
Hipk2	0.0194
Tbxas1	-0.0064
Parp12	0.1025
4930599N23Rik	-9e-04
Kdm7a	-0.0186
ENSMUSG00000115026	-0.0123
Slc37a3	0.0123
Mkrn1	-0.0062
Gm10244	0.0049
Dennd2a	-0.0285
8030453O22Rik	0.0169
Adck2	0.0774
Ndufb2	-0.0426
Braf	-0.0717
Fth-ps2	-0.0082
Mrps33	-0.0852
Tmem178b	0.0235
Agk	0.0014
E330009J07Rik	-0.012
Ssbp1	0.0059
Olfr461	-0.0069
Clec5a	-0.0155
Ephb6	0.0408
